name,date,opened,free_places,places
MEDC,2023-01-12T09:35:51,True,151,255
MEDC,2023-01-12T09:35:51,True,151,255
MEDC,2023-01-12T09:35:51,True,151,255
MEDC,2023-01-12T10:20:57,True,141,255
MEDC,2023-01-12T10:20:57,True,141,255
MEDC,2023-01-12T10:25:53,True,141,255
MEDC,2023-01-12T10:25:53,True,141,255
MEDC,2023-01-12T10:25:53,True,141,255
MEDC,2023-01-12T10:30:58,True,140,255
MEDC,2023-01-12T10:30:58,True,140,255
MEDC,2023-01-12T10:30:58,True,140,255
MEDC,2023-01-12T10:30:58,True,140,255
MEDC,2023-01-12T10:35:53,True,140,255
MEDC,2023-01-12T10:50:59,True,139,255
MEDC,2023-01-12T13:55:54,True,136,255
MEDC,2023-01-12T14:00:58,True,135,255
MEDC,2023-01-12T14:00:58,True,135,255
MEDC,2023-01-12T14:00:58,True,135,255
MEDC,2023-01-12T19:15:57,True,205,255
MEDC,2023-01-12T19:15:57,True,205,255
MEDC,2023-01-12T19:20:52,True,205,255
MEDC,2023-01-12T19:20:52,True,205,255
MEDC,2023-01-12T19:25:57,True,205,255
MEDC,2023-01-12T19:25:57,True,205,255
MEDC,2023-01-12T19:25:57,True,205,255
MEDC,2023-01-12T19:25:57,True,205,255
MEDC,2023-01-12T19:25:57,True,205,255
MEDC,2023-01-12T19:25:57,True,205,255
MEDC,2023-01-12T19:25:57,True,205,255
MEDC,2023-01-12T19:25:57,True,205,255
MEDC,2023-01-12T19:25:57,True,205,255
MEDC,2023-01-12T19:25:57,True,205,255
MEDC,2023-01-12T19:25:57,True,205,255
MEDC,2023-01-12T19:25:57,True,205,255
MEDC,2023-01-12T19:25:57,True,205,255
MEDC,2023-01-12T19:25:57,True,205,255
MEDC,2023-01-12T19:25:57,True,205,255
MEDC,2023-01-12T19:25:57,True,205,255
MEDC,2023-01-12T19:25:57,True,205,255
MEDC,2023-01-12T19:25:57,True,205,255
MEDC,2023-01-12T19:25:57,True,205,255
MEDC,2023-01-12T19:25:57,True,205,255
MEDC,2023-01-12T19:25:57,True,205,255
MEDC,2023-01-12T19:25:57,True,205,255
MEDC,2023-01-12T19:25:57,True,205,255
MEDC,2023-01-12T19:30:51,True,209,255
MEDC,2023-01-12T19:30:51,True,209,255
MEDC,2023-01-12T19:30:51,True,209,255
MEDC,2023-01-12T19:30:51,True,209,255
MEDC,2023-01-12T19:30:51,True,209,255
MEDC,2023-01-12T19:35:56,True,208,255
MEDC,2023-01-12T19:35:56,True,208,255
MEDC,2023-01-12T19:35:56,True,208,255
MEDC,2023-01-12T19:35:56,True,208,255
MEDC,2023-01-12T19:35:56,True,208,255
MEDC,2023-01-12T19:35:56,True,208,255
MEDC,2023-01-12T19:35:56,True,208,255
MEDC,2023-01-12T19:35:56,True,208,255
MEDC,2023-01-12T19:35:56,True,208,255
MEDC,2023-01-12T19:35:56,True,208,255
MEDC,2023-01-12T19:35:56,True,208,255
MEDC,2023-01-12T19:35:56,True,208,255
MEDC,2023-01-12T19:35:56,True,208,255
MEDC,2023-01-12T19:35:56,True,208,255
MEDC,2023-01-12T19:35:56,True,208,255
MEDC,2023-01-12T19:35:56,True,208,255
MEDC,2023-01-12T19:35:56,True,208,255
MEDC,2023-01-12T19:35:56,True,208,255
MEDC,2023-01-12T19:35:56,True,208,255
MEDC,2023-01-12T19:35:56,True,208,255
MEDC,2023-01-12T19:40:51,True,208,255
MEDC,2023-01-12T19:40:51,True,208,255
MEDC,2023-01-12T19:40:51,True,208,255
MEDC,2023-01-12T19:40:51,True,208,255
MEDC,2023-01-12T19:40:51,True,208,255
MEDC,2023-01-12T19:45:56,True,209,255
MEDC,2023-01-12T19:45:56,True,209,255
MEDC,2023-01-12T19:45:56,True,209,255
MEDC,2023-01-12T19:45:56,True,209,255
MEDC,2023-01-12T19:45:56,True,209,255
MEDC,2023-01-12T19:45:56,True,209,255
MEDC,2023-01-12T19:45:56,True,209,255
MEDC,2023-01-12T19:45:56,True,209,255
MEDC,2023-01-12T19:45:56,True,209,255
MEDC,2023-01-12T19:55:57,True,215,255
MEDC,2023-01-12T19:55:57,True,215,255
MEDC,2023-01-12T19:55:57,True,215,255
MEDC,2023-01-12T19:55:57,True,215,255
MEDC,2023-01-12T19:55:57,True,215,255
MEDC,2023-01-12T19:55:57,True,215,255
MEDC,2023-01-12T19:55:57,True,215,255
MEDC,2023-01-12T20:00:51,True,215,255
MEDC,2023-01-12T20:00:51,True,215,255
MEDC,2023-01-12T20:00:51,True,215,255
MEDC,2023-01-12T20:00:51,True,215,255
MEDC,2023-01-12T20:00:51,True,215,255
MEDC,2023-01-12T20:00:51,True,215,255
MEDC,2023-01-12T20:00:51,True,215,255
MEDC,2023-01-12T20:00:51,True,215,255
MEDC,2023-01-12T20:05:56,True,215,255
MEDC,2023-01-12T20:05:56,True,215,255
MEDC,2023-01-12T20:05:56,True,215,255
MEDC,2023-01-12T20:05:56,True,215,255
MEDC,2023-01-12T20:05:56,True,215,255
MEDC,2023-01-12T20:05:56,True,215,255
MEDC,2023-01-12T20:05:56,True,215,255
MEDC,2023-01-12T20:10:51,True,215,255
MEDC,2023-01-12T20:10:51,True,215,255
MEDC,2023-01-12T20:10:51,True,215,255
MEDC,2023-01-12T20:10:51,True,215,255
MEDC,2023-01-12T20:10:51,True,215,255
MEDC,2023-01-12T20:10:51,True,215,255
MEDC,2023-01-13T01:50:53,True,224,255
MEDC,2023-01-13T01:50:53,True,224,255
MEDC,2023-01-13T01:50:53,True,224,255
MEDC,2023-01-13T01:50:53,True,224,255
