name,date,export_date,opened,free_places,places
name,date,opened,free_places,places
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
CIRC,2018-05-30T14:02:56,True,585,1200
